Timestamp,GPU Utilization (%),GPU Memory Utilization (%)
1717973867,82,61
1717973868,79,59
1717973869,72,54
1717973871,74,56
1717973872,81,62
1717973873,77,58
1717973874,79,61
1717973875,82,62
1717973876,83,52
1717973877,79,64
1717973878,96,29
1717973879,78,59
1717973880,83,65
1717973881,80,63
1717973882,81,57
1717973883,85,67
1717973884,79,61
1717973885,79,62
1717973886,100,26
1717973888,77,57
1717973889,68,51
1717973890,85,43
1717973891,79,58
1717973892,91,38
1717973893,79,57
1717973894,80,58
1717973895,100,25
1717973896,73,52
1717973897,80,59
1717973898,84,51
1717973899,85,62
1717973900,78,57
1717973901,82,60
1717973902,79,53
1717973904,84,63
1717973905,100,27
1717973906,80,60
1717973907,100,25
1717973908,81,63
1717973909,83,63
1717973910,42,33
1717973911,83,63
1717973912,83,64
1717973913,76,26
1717973914,80,62
1717973915,78,62
1717973916,100,26
1717973917,82,62
1717973919,93,35
1717973920,76,57
1717973921,96,28
1717973922,75,58
1717973923,88,51
1717973924,80,63
1717973925,80,62
1717973926,83,65
1717973927,77,62
1717973928,100,27
1717973929,84,46
1717973930,100,30
1717973931,77,64
1717973932,80,61
1717973933,81,63
1717973934,100,27
1717973936,78,58
1717973937,87,40
1717973938,79,60
1717973939,100,25
1717973940,83,61
1717973941,77,58
1717973942,82,60
1717973943,80,59
1717973944,80,60
1717973945,79,58
1717973946,75,56
1717973947,83,50
1717973948,76,56
1717973949,74,56
1717973950,76,57
1717973951,82,61
1717973953,95,27
1717973954,95,36
1717973955,75,57
1717973956,92,53
1717973957,94,25
1717973958,71,55
1717973959,79,61
1717973960,80,58
1717973961,76,59
1717973962,99,27
1717973963,79,59
1717973964,78,54
1717973965,78,58
1717973966,76,57
1717973967,97,35
1717973968,80,32
1717973970,100,26
1717973971,100,27
1717973972,100,27
1717973973,86,35
1717973974,77,59
1717973975,100,27
1717973976,75,58
1717973977,76,41
1717973978,79,57
1717973979,80,57
1717973980,91,35
1717973981,76,55
1717973982,73,52
1717973983,100,25
1717973984,90,41
1717973985,77,55
1717973987,78,55
1717973988,72,51
1717973989,82,27
1717973990,80,43
1717973991,80,56
1717973992,73,52
1717973993,79,25
1717973994,79,55
1717973995,75,53
1717973996,78,53
1717973997,100,27
1717973998,70,50
1717973999,79,45
1717974000,100,26
1717974001,77,57
1717974003,77,57
1717974004,71,52
1717974005,74,51
1717974006,100,30
1717974007,72,52
1717974008,77,53
1717974009,72,54
1717974010,75,44
1717974011,85,41
1717974012,89,27
1717974013,100,28
1717974014,100,25
1717974015,67,51
1717974016,69,52
1717974017,80,52
1717974019,100,27
1717974020,76,58
1717974021,79,47
1717974022,76,58
1717974023,100,26
1717974024,77,56
1717974025,79,60
1717974026,93,34
1717974027,72,54
1717974028,76,57
1717974029,80,60
1717974030,95,39
1717974031,78,55
1717974032,77,58
1717974033,71,54
1717974034,74,55
1717974036,73,34
1717974037,79,57
1717974038,80,45
1717974039,86,35
1717974040,100,43
1717974041,77,56
1717974042,70,51
1717974043,84,44
1717974044,75,51
1717974045,100,26
1717974046,76,55
1717974047,71,51
1717974048,75,55
1717974049,78,61
1717974050,100,25
1717974051,75,56
1717974053,78,53
1717974054,76,55
1717974055,88,31
1717974056,83,63
1717974057,75,36
1717974058,70,54
1717974059,90,30
1717974060,78,60
1717974061,77,60
1717974062,83,46
1717974063,100,27
1717974064,77,56
1717974065,74,54
1717974066,75,55
1717974067,78,57
1717974068,90,30
1717974069,100,27
1717974071,80,45
1717974072,71,50
1717974073,91,37
1717974074,76,54
1717974075,69,48
1717974076,76,53
1717974077,72,51
1717974078,71,50
1717974079,62,45
1717974080,83,59
1717974081,79,56
1717974082,79,56
1717974083,79,57
1717974084,76,55
1717974085,85,44
1717974086,75,56
1717974088,76,55
1717974089,74,53
1717974090,79,57
1717974091,78,53
1717974092,73,52
1717974093,100,28
1717974094,66,48
1717974095,72,52
1717974096,72,52
1717974097,75,54
1717974098,71,51
1717974099,77,55
1717974100,71,51
1717974101,81,35
1717974102,72,52
1717974103,95,27
1717974105,70,50
1717974106,100,30
1717974107,68,48
1717974108,71,49
1717974109,68,49
1717974110,70,50
1717974111,74,53
1717974112,74,54
1717974113,71,51
1717974114,100,27
1717974115,70,50
1717974116,68,49
1717974117,62,44
1717974118,75,53
1717974119,80,31
1717974120,100,25
1717974121,74,50
1717974123,76,51
1717974124,70,48
1717974125,74,51
1717974126,75,51
1717974127,71,48
1717974128,76,51
1717974129,75,51
1717974130,78,50
1717974131,71,49
1717974132,74,49
1717974133,76,52
1717974134,76,52
1717974135,100,30
1717974136,69,47
1717974137,95,27
1717974138,74,46
1717974139,75,51
1717974141,100,25
1717974142,74,51
1717974143,83,53
1717974144,72,49
1717974145,86,35
1717974146,100,28
1717974147,79,51
1717974148,100,27
1717974149,81,34
1717974150,77,54
1717974151,77,56
1717974152,90,26
1717974153,100,27
1717974154,69,49
1717974155,77,55
1717974156,100,27
1717974157,71,50
1717974159,100,26
1717974160,78,56
1717974161,79,55
1717974162,90,35
1717974163,79,56
1717974164,76,42
1717974165,73,51
1717974166,73,51
1717974167,76,53
1717974168,78,55
1717974169,81,27
1717974170,99,27
1717974171,74,52
1717974172,80,56
1717974173,100,27
1717974174,72,54
1717974176,77,50
1717974177,73,57
1717974178,80,54
1717974179,77,53
1717974180,75,51
1717974181,79,57
1717974182,85,33
1717974183,72,51
1717974184,78,56
1717974185,76,55
1717974186,100,27
1717974187,100,25
1717974188,70,52
1717974189,79,55
1717974190,79,55
1717974192,74,52
1717974193,100,43
1717974194,78,55
1717974195,91,33
1717974196,78,54
1717974197,100,26
1717974198,70,49
1717974199,81,56
1717974200,72,50
1717974201,97,27
1717974202,78,55
1717974203,89,29
1717974204,77,53
1717974205,74,55
1717974206,82,51
1717974207,75,54
1717974209,77,51
1717974210,83,37
1717974211,72,52
1717974212,70,51
1717974213,100,25
1717974214,76,53
1717974215,75,52
1717974216,82,43
1717974217,77,44
1717974218,79,56
1717974219,76,54
1717974220,85,30
1717974221,75,55
1717974222,78,57
1717974223,0,0
1717974225,75,53
1717974226,73,51
1717974227,87,24
1717974228,72,55
1717974229,82,43
1717974230,96,30
1717974231,100,26
1717974232,71,57
1717974233,76,55
1717974234,77,41
1717974235,79,57
1717974236,73,51
1717974237,100,27
1717974238,72,54
1717974239,69,52
1717974240,86,27
1717974242,73,56
1717974243,66,51
1717974244,100,25
1717974245,75,27
1717974246,70,53
1717974247,75,57
1717974248,100,26
1717974249,94,33
1717974250,77,60
1717974251,74,58
1717974252,70,54
1717974253,75,57
1717974254,72,55
1717974255,73,55
1717974256,78,35
1717974258,71,52
1717974259,83,31
1717974260,77,56
1717974261,76,55
1717974262,82,37
1717974263,96,34
1717974264,9,0
1717974265,73,54
1717974266,90,25
1717974267,77,61
1717974268,76,57
1717974269,74,57
1717974270,75,58
1717974271,80,58
1717974272,82,63
1717974274,87,42
1717974275,81,64
1717974276,78,61
1717974277,96,35
1717974278,100,25
1717974279,79,63
1717974280,84,33
1717974281,70,55
1717974282,71,56
1717974283,92,33
1717974284,70,42
1717974285,75,56
1717974286,84,42
1717974287,74,53
1717974288,76,56
1717974289,76,57
1717974291,71,53
1717974292,74,52
1717974293,75,56
1717974294,92,30
1717974295,100,26
1717974296,100,25
1717974297,74,54
1717974298,81,33
1717974299,76,24
1717974300,63,46
1717974301,77,55
1717974302,77,55
1717974303,0,0
1717974304,100,25
1717974306,87,34
1717974307,100,28
1717974308,76,58
1717974309,90,34
1717974310,85,55
1717974311,100,25
1717974312,77,57
1717974313,74,55
1717974314,75,57
1717974315,79,33
1717974316,65,49
1717974317,73,55
1717974318,75,53
1717974319,69,50
1717974320,84,42
1717974321,100,27
1717974323,74,54
1717974324,79,43
1717974325,76,57
1717974326,71,58
1717974327,69,50
1717974328,77,56
1717974329,69,51
1717974330,89,31
1717974331,75,56
1717974332,74,44
1717974333,71,53
1717974334,76,56
1717974335,79,58
1717974336,71,54
1717974337,83,60
1717974339,76,57
1717974340,80,61
1717974341,78,59
1717974342,82,62
1717974343,76,54
1717974344,56,38
1717974345,85,65
1717974346,80,62
1717974347,84,64
1717974348,75,58
1717974349,75,59
1717974350,68,51
1717974351,86,36
1717974352,75,55
1717974353,77,57
1717974354,100,44
1717974355,73,52
1717974357,77,56
1717974358,74,53
1717974359,72,59
1717974360,65,50
1717974361,74,56
1717974362,78,56
1717974363,91,27
1717974364,76,50
1717974365,89,42
1717974366,82,46
1717974367,75,54
1717974368,73,53
1717974369,100,26
1717974370,93,51
1717974371,78,55
1717974372,73,52
1717974374,78,55
1717974375,73,50
1717974376,96,27
1717974377,75,53
1717974378,79,56
1717974379,96,48
1717974380,79,55
1717974381,90,25
1717974382,100,27
1717974383,70,50
1717974384,100,25
1717974385,83,57
1717974386,75,56
1717974387,77,42
1717974389,79,55
1717974390,77,50
1717974391,100,25
1717974392,77,54
1717974393,64,45
1717974394,75,53
1717974395,72,51
1717974396,76,53
1717974397,100,28
1717974398,92,37
1717974399,78,60
1717974400,96,29
1717974401,76,59
1717974402,75,54
1717974403,74,58
1717974404,74,59
1717974405,77,54
1717974407,79,57
1717974408,100,25
1717974409,71,53
1717974410,73,55
1717974411,86,56
1717974412,83,32
1717974413,68,50
1717974414,88,35
1717974415,100,52
1717974416,76,58
1717974417,69,52
1717974418,72,54
1717974419,72,55
1717974420,91,25
1717974421,74,56
1717974422,71,55
1717974424,79,56
1717974425,73,56
1717974426,100,28
1717974427,80,60
1717974428,80,61
1717974429,100,27
1717974430,79,55
1717974431,78,60
1717974432,79,66
1717974433,90,36
1717974434,78,58
1717974435,100,26
1717974436,74,56
1717974437,100,28
1717974438,74,56
1717974439,80,60
1717974441,79,28
1717974442,82,41
1717974443,78,59
1717974444,94,26
1717974445,77,55
1717974446,78,60
1717974447,96,31
1717974448,84,53
1717974449,93,27
1717974450,79,62
1717974451,80,63
1717974452,75,59
1717974453,78,33
1717974454,91,38
1717974455,79,63
1717974456,68,54
1717974457,96,30
1717974459,76,59
1717974460,76,60
1717974461,75,59
1717974462,77,57
1717974463,100,28
1717974464,100,27
1717974465,79,60
1717974466,75,57
1717974467,79,60
1717974468,73,55
1717974469,90,25
1717974470,76,57
1717974471,92,27
1717974472,82,63
1717974473,75,58
1717974474,83,64
1717974475,100,29
1717974477,100,27
1717974478,83,64
1717974479,94,24
1717974480,76,38
1717974481,79,54
1717974482,71,54
1717974483,78,59
1717974484,82,63
1717974485,100,28
1717974486,71,55
1717974487,74,61
1717974488,72,55
1717974489,100,28
1717974490,85,36
1717974491,68,52
1717974493,89,35
1717974494,74,56
1717974495,73,55
1717974496,74,58
1717974497,75,57
1717974498,71,54
1717974499,70,54
1717974500,83,43
1717974501,100,25
1717974502,78,50
1717974503,73,59
1717974504,46,34
1717974505,71,53
1717974506,77,57
1717974507,100,28
1717974508,100,27
1717974510,91,31
1717974511,64,50
1717974512,100,25
1717974513,82,60
1717974514,76,58
1717974515,100,26
1717974516,83,61
1717974517,75,57
1717974518,76,57
1717974519,82,62
1717974520,72,56
1717974521,71,55
1717974522,73,56
1717974523,100,25
1717974524,79,60
1717974525,73,56
1717974527,70,54
1717974528,80,27
1717974529,73,56
1717974530,100,25
1717974531,77,58
1717974532,100,28
1717974533,73,56
1717974534,72,52
1717974535,77,56
1717974536,74,54
1717974537,71,55
1717974538,77,59
1717974539,100,34
1717974540,73,54
1717974541,100,25
1717974543,76,57
1717974544,100,26
1717974545,87,46
1717974546,81,61
1717974547,76,59
1717974548,78,58
1717974549,82,55
1717974550,68,54
1717974551,76,59
1717974552,71,55
1717974553,76,60
1717974554,74,58
1717974555,79,62
1717974556,94,26
1717974557,89,30
1717974558,100,27
1717974560,78,61
1717974561,82,46
1717974562,86,37
1717974563,75,55
1717974564,84,56
1717974565,88,46
1717974566,77,58
1717974567,80,60
1717974568,78,30
1717974569,87,39
1717974570,76,57
1717974571,73,55
1717974572,78,50
1717974573,85,39
1717974574,78,60
1717974575,78,59
1717974577,75,60
1717974578,79,50
1717974579,100,27
1717974580,74,57
1717974581,80,61
1717974582,73,56
1717974583,100,25
1717974584,93,26
1717974585,100,25
1717974586,73,54
1717974587,78,59
1717974588,83,62
1717974589,8,6
1717974590,82,62
1717974591,78,59
1717974593,100,25
1717974594,70,53
1717974595,77,59
1717974596,100,27
1717974597,65,52
1717974598,78,62
1717974599,88,36
1717974600,87,27
1717974601,77,60
1717974602,77,61
1717974603,79,62
1717974604,78,62
1717974605,79,63
1717974606,100,25
1717974607,78,64
1717974609,83,64
1717974610,86,54
1717974611,90,45
1717974612,86,59
1717974613,82,52
1717974614,90,40
1717974615,85,60
1717974616,93,25
1717974617,73,52
1717974618,66,47
1717974619,77,55
1717974620,78,58
1717974621,93,30
1717974622,70,53
1717974623,70,53
1717974624,71,55
1717974626,74,57
1717974627,72,53
1717974628,70,54
1717974629,90,36
1717974630,71,56
1717974631,74,59
1717974632,0,45
1717974633,100,28
1717974634,90,31
1717974635,76,56
1717974636,79,57
1717974637,72,42
1717974638,71,51
1717974639,76,57
1717974640,78,57
1717974641,79,60
1717974643,77,58
1717974644,72,53
1717974645,81,51
1717974646,76,57
1717974647,77,59
1717974648,66,52
1717974649,96,26
1717974650,79,59
1717974651,76,57
1717974652,80,54
1717974653,74,52
1717974654,79,52
1717974655,73,52
1717974656,75,55
1717974657,81,45
1717974659,77,55
1717974660,92,29
1717974661,74,50
1717974662,96,30
1717974663,100,28
1717974664,74,52
1717974665,81,59
1717974666,95,26
1717974667,78,58
1717974668,84,57
1717974669,80,58
1717974670,100,27
1717974671,0,0
1717974672,79,46
1717974673,82,49
1717974675,100,26
1717974676,76,52
1717974677,68,47
1717974678,81,56
1717974679,79,55
1717974680,83,50
1717974681,81,57
1717974682,78,55
1717974683,97,26
1717974684,82,57
1717974685,76,56
1717974686,100,26
1717974687,77,56
1717974688,75,27
1717974689,100,27
1717974690,75,55
1717974691,76,55
1717974693,100,25
1717974694,80,56
1717974695,80,56
1717974696,80,56
1717974697,80,58
1717974698,75,53
1717974699,77,59
1717974700,100,25
1717974701,85,63
1717974702,88,41
1717974703,85,64
1717974704,100,27
1717974705,76,58
1717974706,77,59
1717974707,81,44
1717974709,66,60
1717974710,87,35
1717974711,69,53
1717974712,73,56
1717974713,77,60
1717974714,100,27
1717974715,76,59
1717974716,78,57
1717974717,80,63
1717974718,76,59
1717974719,73,56
1717974720,96,28
1717974721,78,60
1717974722,100,27
1717974723,100,49
1717974725,76,60
1717974726,75,60
1717974727,77,61
1717974728,89,59
1717974729,79,62
1717974730,79,50
1717974731,78,62
1717974732,100,27
1717974733,100,25
1717974734,73,54
1717974735,100,30
1717974736,80,60
1717974737,80,60
1717974738,100,27
1717974739,82,56
1717974740,82,61
1717974742,80,53
1717974743,75,57
1717974744,78,62
1717974745,100,28
1717974746,100,27
1717974747,100,27
1717974748,74,57
1717974749,76,59
1717974750,77,47
1717974751,75,58
1717974752,72,58
1717974753,0,0
1717974754,77,61
1717974755,100,27
1717974756,100,27
1717974758,75,58
1717974759,74,58
1717974760,79,61
1717974761,82,63
1717974762,85,66
1717974763,64,60
1717974764,78,61
1717974765,84,39
1717974766,75,56
1717974767,100,26
1717974768,78,60
1717974769,86,47
1717974770,78,60
1717974771,80,63
1717974772,79,57
1717974774,79,62
1717974775,77,58
1717974776,100,28
1717974777,96,27
1717974778,94,28
1717974779,80,62
1717974780,77,60
1717974781,100,28
1717974782,73,61
1717974783,92,35
1717974784,77,59
1717974785,78,59
1717974786,83,60
1717974787,100,27
1717974788,79,60
1717974790,78,59
1717974791,79,60
1717974792,97,27
1717974793,81,60
1717974794,100,26
1717974795,75,56
1717974796,100,25
1717974797,80,57
1717974798,81,59
1717974799,79,58
1717974800,68,50
1717974801,82,56
1717974802,74,55
1717974803,100,27
1717974804,75,55
1717974806,71,58
1717974807,74,57
1717974808,77,59
1717974809,100,30
1717974810,77,52
1717974811,71,53
1717974812,88,33
1717974813,74,54
1717974814,74,55
1717974815,78,58
1717974816,72,53
1717974817,71,52
1717974818,73,60
1717974819,80,61
1717974820,100,25
1717974821,95,31
1717974823,76,54
1717974824,79,61
1717974825,81,64
1717974826,100,25
1717974827,81,62
1717974828,71,55
1717974829,82,63
1717974830,80,62
1717974831,79,62
1717974832,79,62
1717974833,79,51
1717974834,75,59
1717974835,85,39
1717974836,74,59
1717974837,75,34
1717974838,74,57
1717974840,100,29
1717974841,80,62
1717974842,66,62
1717974843,76,59
1717974844,72,56
1717974845,77,60
1717974846,80,57
1717974847,100,30
1717974848,80,62
1717974849,71,55
1717974850,79,61
1717974851,85,37
1717974852,87,34
1717974853,76,60
1717974854,100,25
1717974856,79,60
1717974857,100,25
1717974858,100,29
1717974859,91,31
1717974860,78,60
1717974861,82,63
1717974862,79,56
1717974863,82,62
1717974864,84,58
1717974865,83,64
1717974866,100,26
1717974867,88,48
1717974868,80,62
1717974869,75,59
1717974870,78,61
1717974872,94,26
1717974873,68,55
1717974874,81,64
1717974875,76,60
1717974876,79,62
1717974877,73,64
1717974878,75,59
1717974879,93,36
1717974880,86,47
1717974881,84,25
1717974882,96,25
1717974883,85,41
1717974884,75,49
1717974885,69,53
1717974886,74,54
1717974887,100,27
1717974889,79,61
1717974890,86,36
1717974891,86,36
1717974892,76,59
1717974893,81,62
1717974894,77,60
1717974895,73,57
1717974896,80,63
1717974897,75,52
1717974898,79,39
1717974899,100,25
1717974900,2,1
1717974901,100,25
1717974902,80,60
1717974903,79,59
1717974904,98,28
1717974906,77,58
1717974907,99,29
1717974908,73,56
1717974909,81,62
1717974910,77,59
1717974911,100,25
1717974912,76,57
1717974913,96,28
1717974914,76,57
1717974915,100,25
1717974916,76,57
1717974917,100,35
1717974918,87,46
1717974919,76,56
1717974920,83,42
1717974922,75,57
1717974923,82,61
1717974924,77,50
1717974925,92,29
1717974926,90,26
1717974927,81,59
1717974928,100,27
1717974929,81,59
1717974930,73,54
1717974931,77,57
1717974932,100,27
1717974933,78,49
1717974934,100,25
1717974935,69,44
1717974936,95,28
1717974937,76,57
1717974939,75,43
1717974940,75,42
1717974941,73,55
1717974942,69,60
1717974943,76,58
1717974944,76,59
1717974945,72,55
1717974946,77,60
1717974947,75,58
1717974948,80,60
1717974949,100,28
1717974950,75,59
1717974951,83,53
1717974952,83,61
1717974953,77,57
1717974954,79,59
1717974956,93,36
1717974957,79,59
1717974958,80,60
1717974959,76,57
1717974960,78,58
1717974961,79,60
1717974962,83,62
1717974963,100,25
1717974964,96,37
1717974965,77,57
1717974966,88,34
1717974967,90,25
1717974968,74,56
1717974969,81,59
1717974970,88,37
1717974971,77,59
1717974972,78,59
1717974974,77,58
1717974975,82,62
1717974976,71,54
1717974977,79,60
1717974978,100,26
1717974979,77,58
1717974980,78,37
1717974981,79,61
1717974982,72,56
1717974983,84,65
1717974984,100,39
1717974985,79,60
1717974986,75,56
1717974987,75,58
1717974988,100,28
1717974989,76,59
1717974991,97,37
1717974992,100,25
1717974993,76,50
1717974994,77,58
1717974995,77,57
1717974996,81,38
1717974997,100,33
1717974998,90,25
1717974999,77,59
1717975000,100,25
1717975001,78,59
1717975002,76,58
1717975003,88,44
1717975004,73,56
1717975005,76,58
1717975006,75,57
1717975007,74,55
1717975009,80,61
1717975010,80,56
1717975011,83,36
1717975012,73,57
1717975013,100,27
1717975014,100,31
1717975015,100,25
1717975016,75,52
1717975017,76,58
1717975018,97,33
1717975019,100,26
1717975020,92,37
1717975021,76,54
1717975022,100,27
1717975023,74,53
1717975024,73,53
1717975026,71,52
1717975027,69,49
1717975028,75,55
1717975029,96,28
1717975030,74,49
1717975031,73,55
1717975032,100,26
1717975033,73,42
1717975034,100,27
1717975035,71,53
1717975036,73,51
1717975037,74,52
1717975038,75,49
1717975039,78,55
1717975040,78,42
1717975041,77,56
1717975042,74,50
1717975044,73,57
1717975045,92,28
1717975046,78,56
1717975047,76,54
1717975048,74,51
1717975049,100,26
1717975050,86,37
1717975051,76,54
1717975052,74,53
1717975053,78,56
1717975054,100,26
1717975055,72,51
1717975056,100,29
1717975057,77,55
1717975058,74,52
1717975059,68,49
1717975061,93,34
1717975062,71,53
1717975063,77,57
1717975064,85,38
1717975065,78,55
1717975066,100,25
1717975067,100,28
1717975068,75,52
1717975069,69,47
1717975070,77,53
1717975071,82,56
1717975072,76,53
1717975073,76,52
1717975074,74,51
1717975075,76,53
1717975076,77,53
1717975078,100,25
1717975079,69,48
1717975080,69,49
1717975081,74,52
1717975082,74,52
1717975083,72,51
1717975084,67,49
1717975085,100,27
1717975086,78,58
1717975087,94,24
1717975088,100,26
1717975089,79,39
1717975090,70,53
1717975091,85,44
1717975092,75,57
1717975093,76,56
1717975094,68,54
1717975096,77,59
1717975097,64,50
1717975098,70,54
1717975099,92,53
1717975100,96,25
1717975101,78,42
1717975102,68,50
1717975103,100,27
1717975104,72,54
1717975105,76,51
1717975106,91,36
1717975107,76,58
1717975108,73,55
1717975109,81,62
1717975110,99,25
1717975112,76,55
1717975113,74,53
1717975114,74,55
1717975115,75,60
1717975116,100,28
1717975117,100,25
1717975118,68,50
1717975119,100,25
1717975120,78,58
1717975121,72,53
1717975122,100,28
1717975123,73,59
1717975124,100,27
1717975125,75,53
1717975126,74,53
1717975127,79,56
1717975128,93,33
1717975130,77,55
1717975131,75,54
1717975132,75,53
1717975133,79,57
1717975134,73,55
1717975135,100,25
1717975136,78,56
1717975137,93,35
1717975138,68,51
1717975139,100,27
1717975140,5,34
1717975141,78,57
1717975142,100,29
1717975143,77,57
1717975144,81,56
1717975145,79,57
1717975147,87,39
1717975148,100,26
1717975149,93,27
1717975150,78,56
1717975151,77,55
1717975152,100,25
1717975153,67,46
1717975154,61,42
1717975155,76,52
1717975156,77,52
1717975157,78,53
1717975158,85,36
1717975159,77,45
1717975160,100,45
1717975161,77,41
1717975162,100,25
1717975164,71,49
1717975165,72,50
1717975166,66,48
1717975167,77,56
1717975168,76,55
1717975169,74,55
1717975170,77,56
1717975171,77,56
1717975172,81,40
1717975173,76,54
1717975174,87,36
1717975175,74,53
1717975176,74,51
1717975177,100,26
1717975178,0,0
1717975179,97,27
1717975181,100,42
1717975182,75,55
1717975183,73,54
1717975184,100,30
1717975185,71,56
1717975186,85,34
1717975187,76,54
1717975188,73,51
1717975189,72,49
1717975190,75,45
1717975191,76,53
1717975192,100,25
1717975193,74,31
1717975194,87,34
1717975195,63,44
1717975196,78,54
1717975198,78,54
1717975199,79,55
1717975200,92,25
1717975201,73,53
1717975202,73,51
1717975203,79,56
1717975204,73,51
1717975205,98,52
1717975206,74,56
1717975207,94,28
1717975208,79,58
1717975209,78,51
1717975210,78,48
1717975211,89,38
1717975212,69,54
1717975214,72,61
1717975215,72,56
1717975216,70,55
1717975217,95,33
1717975218,80,55
1717975219,73,52
1717975220,67,50
1717975221,67,49
1717975222,71,52
1717975223,96,26
1717975224,72,51
1717975225,77,56
1717975226,78,48
1717975227,73,56
1717975228,80,48
1717975229,76,49
1717975231,81,43
1717975232,67,49
1717975233,100,26
1717975234,75,55
1717975235,70,50
1717975236,98,26
1717975237,76,54
1717975238,72,50
1717975239,75,53
1717975240,76,54
1717975241,71,51
1717975242,76,54
1717975243,71,51
1717975244,84,34
1717975245,76,54
1717975246,73,54
1717975248,74,43
1717975249,72,52
1717975250,68,48
1717975251,67,48
1717975252,73,52
1717975253,76,54
1717975254,100,27
1717975255,70,49
1717975256,93,26
1717975257,13,9
1717975258,71,54
1717975259,100,27
1717975260,72,52
1717975261,81,30
1717975262,82,42
1717975264,100,25
1717975265,72,48
1717975266,74,56
1717975267,75,53
1717975268,78,54
1717975269,74,52
1717975270,71,49
1717975271,68,50
1717975272,77,56
1717975273,73,54
1717975274,73,48
1717975275,66,48
1717975276,86,44
1717975277,74,54
1717975278,100,45
1717975279,73,52
1717975281,69,50
1717975282,76,54
1717975283,78,38
1717975284,100,25
1717975285,69,48
1717975286,68,48
1717975287,77,54
1717975288,72,52
1717975289,98,27
1717975290,74,54
1717975291,76,57
1717975292,95,30
1717975293,64,48
1717975294,72,51
1717975295,63,48
1717975296,72,54
1717975298,100,27
1717975299,65,42
1717975300,77,55
1717975301,74,53
1717975302,75,54
1717975303,85,27
1717975304,68,51
1717975305,75,56
1717975306,67,51
1717975307,76,28
1717975308,100,26
1717975309,68,51
1717975310,90,25
1717975311,67,47
1717975312,85,34
1717975313,82,43
1717975315,72,51
1717975316,100,28
1717975317,71,52
1717975318,76,57
1717975319,72,53
1717975320,74,55
1717975321,75,52
1717975322,77,54
1717975323,77,28
1717975324,71,51
1717975325,78,42
1717975326,74,51
1717975327,77,54
1717975328,67,48
1717975329,100,31
1717975331,74,53
1717975332,74,56
1717975333,75,53
1717975334,79,56
1717975335,56,41
1717975336,100,26
1717975337,100,27
1717975338,91,24
1717975339,100,27
1717975340,79,55
1717975341,76,57
1717975342,71,53
1717975343,72,54
1717975344,66,50
1717975345,69,52
1717975346,78,59
1717975347,77,59
1717975349,100,25
1717975350,80,60
1717975351,74,56
1717975352,80,62
1717975353,74,63
1717975354,77,46
1717975355,80,62
1717975356,79,61
1717975357,100,27
1717975358,100,26
1717975359,76,59
1717975360,77,60
1717975361,69,54
1717975362,77,59
1717975363,100,25
1717975364,67,51
1717975365,74,56
1717975367,80,59
1717975368,100,27
1717975369,79,59
1717975370,72,54
1717975371,77,59
1717975372,82,34
1717975373,77,60
1717975374,75,57
1717975375,72,55
1717975376,73,56
1717975377,77,60
1717975378,73,57
1717975379,100,30
1717975380,79,44
1717975381,74,56
1717975382,74,61
1717975384,100,25
1717975385,91,38
1717975386,100,27
1717975387,91,38
1717975388,70,51
1717975389,91,27
1717975390,74,53
1717975391,70,46
1717975392,69,51
1717975393,74,54
1717975394,72,53
1717975395,71,58
1717975396,69,47
1717975397,76,59
1717975398,73,54
1717975400,99,25
1717975401,73,52
1717975402,77,55
1717975403,100,44
1717975404,100,30
1717975405,75,56
1717975406,95,31
1717975407,95,26
1717975408,76,56
1717975409,74,54
1717975410,72,53
1717975411,89,30
1717975412,76,57
1717975413,75,54
1717975414,100,31
1717975415,100,25
1717975417,71,50
1717975418,82,38
1717975419,94,52
1717975420,75,54
1717975421,78,56
1717975422,79,57
1717975423,100,32
1717975424,89,30
1717975425,78,56
1717975426,80,58
1717975427,78,54
1717975428,75,55
1717975429,100,26
1717975430,72,51
1717975431,84,35
1717975432,96,28
1717975434,100,31
1717975435,100,25
1717975436,77,54
1717975437,73,51
1717975438,68,48
1717975439,76,54
1717975440,74,52
1717975441,98,29
1717975442,97,57
1717975443,100,25
1717975444,72,52
1717975445,100,27
1717975446,77,57
1717975447,93,26
1717975448,81,34
1717975450,74,53
1717975451,74,51
1717975452,77,56
1717975453,71,52
1717975454,99,31
1717975455,69,51
1717975456,77,55
1717975457,76,55
1717975458,75,49
1717975459,100,25
1717975460,80,58
1717975461,76,55
1717975462,75,55
1717975463,70,51
1717975464,80,60
1717975466,79,33
1717975467,85,35
1717975468,74,56
1717975469,71,54
1717975470,69,53
1717975471,80,44
1717975472,70,54
1717975473,83,44
1717975474,100,27
1717975475,73,57
1717975476,100,27
1717975477,78,59
1717975478,72,55
1717975479,75,55
1717975480,65,48
1717975481,100,27
1717975483,82,52
1717975484,74,57
1717975485,100,27
1717975486,95,62
1717975487,76,58
1717975488,78,57
1717975489,100,25
1717975490,90,34
1717975491,77,53
1717975492,100,27
1717975493,75,57
1717975494,74,55
1717975495,73,56
1717975496,77,60
1717975497,76,59
1717975498,100,45
1717975500,79,62
1717975501,77,62
1717975502,72,57
1717975503,73,62
1717975504,73,58
1717975505,75,60
1717975506,100,26
1717975507,75,57
1717975508,74,54
1717975509,81,60
1717975510,100,26
1717975511,80,58
1717975512,80,59
1717975513,80,59
1717975514,80,59
1717975515,75,57
1717975517,100,25
